,date,amount_spend,user_id
77,2019-08-02 16:31:56.513,rookie,user_70001
78,2019-07-22 08:54:47.258,rookie,user_76640
79,2019-09-23 03:04:00.247,casual,user_82970
81,2019-07-26 03:37:27.457,rookie,user_107585
82,2019-06-22 04:02:18.461,rookie,user_15070
83,2019-09-01 03:32:57.410,rookie,user_73494
84,2019-09-28 09:35:52.671,casual,user_91003
85,2019-09-11 21:32:24.361,rookie,user_100397
86,2019-08-27 03:22:00.676,casual,user_64048
87,2019-07-25 07:33:20.714,casual,user_111297
88,2019-06-28 11:19:26.038,rookie,user_44532
89,2019-07-27 06:22:42.563,rookie,user_102190
90,2019-06-18 03:28:36.159,rookie,user_17571
91,2019-08-10 16:51:29.030,casual,user_4675
92,2019-09-16 12:41:24.611,casual,user_81118
93,2019-09-13 12:25:57.578,whale,user_4567
94,2019-07-21 13:18:39.713,rookie,user_73404
95,2019-07-04 09:19:59.922,player,user_87278
96,2019-08-12 17:54:05.554,rookie,user_39194
97,2019-06-24 20:36:16.552,casual,user_44626
98,2019-08-27 23:28:53.025,rookie,user_19479
99,2019-08-30 22:04:34.323,rookie,user_102318
100,2019-09-03 15:47:17.227,rookie,user_40499
101,2019-08-08 22:09:38.051,casual,user_58598
102,2019-09-04 20:50:13.960,rookie,user_12621
103,2019-09-28 02:01:14.836,player,user_30910
104,2019-07-20 08:30:55.253,rookie,user_17405
105,2019-08-07 01:21:57.739,rookie,user_49684
106,2019-08-05 10:45:41.774,rookie,user_55962
107,2019-08-28 18:18:39.843,rookie,user_97197
108,2019-07-06 01:50:48.126,player,user_8590
109,2019-08-31 16:53:06.469,player,user_60332
110,2019-07-26 18:41:15.128,rookie,user_87686
111,2019-08-09 07:42:45.815,rookie,user_54730
112,2019-08-28 03:50:55.537,rookie,user_82484
113,2019-09-20 21:57:41.981,rookie,user_97197
114,2019-09-14 15:09:51.516,rookie,user_96902
115,2019-07-18 15:18:53.917,rookie,user_63139
117,2019-09-25 00:01:08.121,rookie,user_34259
118,2019-08-27 03:34:35.483,casual,user_64048
119,2019-05-27 07:47:48.474,casual,user_84213
120,2019-07-06 07:00:46.612,rookie,user_45341
121,2019-08-16 03:07:24.228,rookie,user_23445
122,2019-06-19 08:03:54.193,rookie,user_8541
123,2019-09-09 14:48:03.828,rookie,user_108359
124,2019-06-20 05:35:59.819,rookie,user_90331
125,2019-07-18 19:07:01.780,rookie,user_102318
126,2019-08-11 02:21:57.498,rookie,user_78752
127,2019-10-04 16:38:11.621,casual,user_18976
128,2019-08-08 13:21:21.514,rookie,user_20900
129,2019-08-28 02:48:07.415,rookie,user_64048
130,2019-09-01 15:27:40.563,casual,user_70001
131,2019-09-09 06:00:38.284,casual,user_41800
133,2019-07-15 03:48:09.813,rookie,user_84421
134,2019-06-12 01:27:42.317,rookie,user_76868
136,2019-08-03 21:54:10.892,casual,user_107260
137,2019-10-08 04:33:54.759,casual,user_17992
138,2019-09-06 18:25:10.605,rookie,user_70436
139,2019-09-08 07:26:38.372,rookie,user_71348
140,2019-06-25 10:53:01.923,casual,user_20277
141,2019-07-09 03:30:28.682,casual,user_43410
142,2019-07-16 00:36:01.548,rookie,user_87686
143,2019-09-06 13:47:17.093,rookie,user_55025
144,2019-07-20 06:30:25.901,rookie,user_70001
145,2019-08-21 06:32:11.757,casual,user_94127
146,2019-09-28 05:40:57.682,rookie,user_97197
147,2019-07-15 13:51:57.185,rookie,user_77414
148,2019-09-04 02:56:53.583,rookie,user_69394
149,2019-06-23 01:53:52.812,rookie,user_17545
150,2019-09-10 19:28:40.475,rookie,user_25314
151,2019-05-17 23:45:36.097,rookie,user_9361
152,2019-05-31 07:36:46.303,rookie,user_46672
153,2019-07-02 11:24:44.375,rookie,user_34202
155,2019-08-04 15:47:52.438,casual,user_109873
156,2019-07-10 02:09:40.685,casual,user_8590
158,2019-07-07 05:51:54.455,rookie,user_17268
159,2019-10-06 02:31:47.262,casual,user_80027
160,2019-08-12 02:08:48.442,rookie,user_67259
161,2019-09-07 12:24:55.513,casual,user_12431
163,2019-08-19 21:42:32.382,rookie,user_87648
164,2019-07-21 23:13:14.794,rookie,user_66237
165,2019-09-01 16:22:55.259,rookie,user_73494
166,2019-10-03 03:31:24.691,rookie,user_101642
167,2019-08-10 19:04:24.170,rookie,user_92110
168,2019-08-15 03:22:31.267,rookie,user_41454
169,2019-07-25 10:04:40.032,rookie,user_53542
170,2019-08-14 16:48:38.952,rookie,user_79410
171,2019-07-24 18:05:24.574,rookie,user_82121
172,2019-07-31 03:14:59.234,rookie,user_54730
173,2019-08-01 20:10:19.694,rookie,user_102167
174,2019-08-16 23:34:52.131,rookie,user_57476
175,2019-08-02 04:11:31.023,casual,user_7270
176,2019-06-29 17:29:57.071,rookie,user_5408
178,2019-07-28 03:33:20.643,rookie,user_102190
180,2019-09-25 03:04:26.242,casual,user_30910
181,2019-07-30 10:16:49.793,rookie,user_54730
182,2019-07-16 22:50:38.943,rookie,user_111297
183,2019-08-15 20:59:33.522,rookie,user_7486
184,2019-06-29 20:38:11.251,rookie,user_92033
185,2019-07-22 06:17:30.829,casual,user_62849
186,2019-06-17 06:41:18.016,rookie,user_88572
187,2019-10-08 21:46:10.599,rookie,user_41731
188,2019-06-20 12:08:40.855,rookie,user_91521
189,2019-08-11 07:41:08.696,rookie,user_6187
190,2019-06-02 05:33:04.378,rookie,user_72830
191,2019-07-17 20:25:41.570,rookie,user_71954
192,2019-07-06 19:29:18.277,casual,user_10851
193,2019-08-21 20:16:04.856,rookie,user_76640
194,2019-09-03 18:23:42.473,rookie,user_65319
195,2019-08-03 02:06:53.266,rookie,user_81771
196,2019-07-19 14:06:13.564,rookie,user_51940
197,2019-09-19 10:06:20.453,rookie,user_41898
198,2019-10-09 09:34:57.920,rookie,user_79175
199,2019-09-25 22:01:36.584,rookie,user_48470
200,2019-08-21 23:01:32.095,casual,user_55436
202,2019-07-20 06:16:32.729,rookie,user_11089
203,2019-08-29 00:14:22.939,rookie,user_97197
204,2019-07-13 04:41:47.294,rookie,user_96536
205,2019-09-24 10:53:55.978,casual,user_79380
206,2019-06-08 10:54:26.738,rookie,user_10851
208,2019-08-28 15:40:15.505,rookie,user_32331
209,2019-06-16 09:28:28.204,casual,user_95202
210,2019-08-09 21:55:30.512,rookie,user_75049
211,2019-06-25 16:37:23.656,rookie,user_20879
212,2019-09-21 04:35:24.859,rookie,user_100718
213,2019-09-05 10:21:53.294,rookie,user_6241
215,2019-08-07 20:52:27.457,rookie,user_46321
216,2019-09-06 02:33:14.404,casual,user_73494
217,2019-06-07 09:44:06.549,rookie,user_95202
218,2019-07-28 02:09:06.760,rookie,user_15779
219,2019-09-05 22:39:32.390,rookie,user_84803
220,2019-07-20 01:06:44.124,rookie,user_102190
221,2019-08-26 00:28:00.132,casual,user_81000
222,2019-09-13 20:02:33.256,rookie,user_105285
223,2019-06-13 12:34:16.254,casual,user_105181
224,2019-10-02 01:39:46.695,rookie,user_73854
225,2019-07-22 01:34:17.262,rookie,user_20854
226,2019-08-27 03:26:49.118,rookie,user_13462
227,2019-09-25 02:04:16.157,casual,user_73854
228,2019-06-16 19:56:43.072,rookie,user_36493
229,2019-09-07 16:36:32.415,rookie,user_53526
230,2019-07-05 14:11:31.437,rookie,user_33143
231,2019-07-21 06:45:15.830,rookie,user_108628
232,2019-07-20 02:57:07.427,casual,user_10650
233,2019-10-05 09:03:57.708,casual,user_93850
234,2019-10-01 18:46:09.262,rookie,user_80417
236,2019-06-29 07:37:09.943,rookie,user_108281
237,2019-06-30 08:50:16.425,casual,user_10851
238,2019-09-11 16:42:40.095,rookie,user_73494
239,2019-09-05 17:24:18.929,rookie,user_70967
240,2019-10-08 18:16:56.739,rookie,user_102167
241,2019-08-12 05:20:30.191,rookie,user_4567
242,2019-08-29 13:31:15.776,rookie,user_66320
243,2019-10-02 19:51:38.713,rookie,user_59918
244,2019-08-10 08:41:45.219,rookie,user_8226
245,2019-09-06 02:19:57.889,player,user_57454
246,2019-09-09 04:49:58.689,rookie,user_24806
247,2019-06-26 11:48:00.258,rookie,user_65554
248,2019-07-12 09:56:11.935,rookie,user_31759
249,2019-07-02 16:32:07.010,casual,user_81162
250,2019-08-28 19:20:59.883,rookie,user_6406
251,2019-09-30 15:12:54.369,rookie,user_79410
252,2019-08-05 09:58:41.844,rookie,user_71954
253,2019-09-04 21:15:07.791,rookie,user_109967
254,2019-09-03 02:44:51.083,casual,user_85143
255,2019-08-13 22:15:32.852,rookie,user_64689
256,2019-09-02 22:03:38.791,rookie,user_71486
257,2019-09-20 09:22:08.663,casual,user_57454
258,2019-07-17 08:28:57.816,rookie,user_107900
259,2019-06-13 10:15:57.413,rookie,user_99211
260,2019-08-31 00:07:52.948,casual,user_93691
261,2019-06-28 20:08:23.914,player,user_91521
262,2019-05-31 00:53:26.431,casual,user_52879
263,2019-09-09 20:03:07.160,rookie,user_50644
264,2019-08-20 23:57:23.160,rookie,user_88492
265,2019-10-04 23:39:28.055,rookie,user_95361
266,2019-07-17 17:00:07.972,casual,user_98048
267,2019-09-12 05:45:42.677,rookie,user_25765
268,2019-08-12 10:04:13.104,rookie,user_75783
269,2019-08-15 05:00:17.269,rookie,user_102167
270,2019-09-08 22:55:03.009,casual,user_57073
271,2019-09-13 03:47:48.756,casual,user_109967
272,2019-08-26 09:17:12.951,rookie,user_108898
273,2019-09-12 00:26:39.397,casual,user_88492
274,2019-07-09 12:45:52.787,rookie,user_73151
275,2019-07-31 02:43:12.264,rookie,user_75089
276,2019-07-21 06:14:31.864,casual,user_74078
277,2019-08-03 01:38:20.937,rookie,user_99413
278,2019-09-20 20:06:11.389,casual,user_19479
279,2019-10-05 05:38:16.277,casual,user_35200
280,2019-10-05 06:59:10.528,rookie,user_12419
281,2019-07-14 14:05:54.684,rookie,user_50805
282,2019-08-23 10:13:16.643,rookie,user_20400
283,2019-10-03 00:54:57.880,player,user_76082
285,2019-09-23 21:04:35.825,casual,user_67212
286,2019-08-20 15:48:31.250,rookie,user_14783
287,2019-08-01 09:36:41.031,rookie,user_102167
288,2019-07-02 23:18:22.691,casual,user_14848
289,2019-07-23 14:29:31.145,rookie,user_18234
290,2019-07-07 22:28:03.737,rookie,user_8590
291,2019-07-26 18:52:15.655,casual,user_92457
292,2019-06-14 07:34:03.799,rookie,user_88572
293,2019-08-19 19:27:35.182,rookie,user_20900
294,2019-08-28 23:24:38.131,rookie,user_81000
295,2019-07-15 03:38:25.132,rookie,user_70001
296,2019-07-04 02:15:39.679,whale,user_8590
298,2019-09-16 05:44:04.642,rookie,user_64169
300,2019-09-09 12:35:04.339,rookie,user_75648
302,2019-08-07 13:30:16.787,player,user_46690
303,2019-06-21 19:10:53.314,player,user_62851
304,2019-06-29 14:18:47.020,rookie,user_13255
306,2019-08-05 13:07:53.001,rookie,user_84837
307,2019-08-20 07:41:27.669,rookie,user_95190
309,2019-09-30 05:05:36.152,rookie,user_73854
310,2019-10-01 13:51:32.017,rookie,user_34055
311,2019-08-03 18:23:45.344,rookie,user_109967
312,2019-07-10 04:49:53.999,casual,user_107280
313,2019-08-24 04:17:44.060,casual,user_17992
314,2019-06-13 22:36:45.126,player,user_96988
315,2019-07-08 13:43:03.212,rookie,user_33351
316,2019-09-28 01:21:44.166,casual,user_30910
317,2019-06-20 02:11:39.578,rookie,user_62291
318,2019-08-30 11:28:14.071,rookie,user_105428
319,2019-08-06 00:45:44.344,casual,user_16655
320,2019-07-16 00:37:25.078,rookie,user_26499
321,2019-07-09 11:24:01.886,rookie,user_38239
322,2019-10-07 10:07:24.165,rookie,user_73286
323,2019-06-19 03:23:31.918,rookie,user_16907
324,2019-08-27 00:19:49.284,rookie,user_70000
325,2019-05-24 10:38:35.758,rookie,user_17046
327,2019-08-22 09:00:50.260,rookie,user_34522
329,2019-08-26 19:05:07.562,casual,user_5198
330,2019-07-20 07:04:51.216,rookie,user_70001
331,2019-08-18 00:29:39.085,rookie,user_74432
332,2019-08-21 06:48:00.896,rookie,user_79410
333,2019-07-29 06:45:06.829,rookie,user_34517
334,2019-09-06 12:18:29.940,rookie,user_19479
335,2019-08-02 17:21:10.845,rookie,user_62277
336,2019-08-08 18:03:21.136,rookie,user_7139
337,2019-05-28 00:31:33.649,player,user_84213
338,2019-09-11 21:55:26.626,rookie,user_103452
339,2019-09-27 12:23:00.284,rookie,user_59918
340,2019-08-28 13:49:51.008,casual,user_82484
341,2019-08-08 18:17:40.204,casual,user_101030
342,2019-08-16 23:06:44.939,rookie,user_58793
344,2019-10-04 04:24:26.950,rookie,user_97197
345,2019-06-19 22:20:46.554,rookie,user_106859
346,2019-07-25 22:43:57.592,rookie,user_56138
348,2019-08-06 17:22:24.972,rookie,user_38625
349,2019-06-01 05:43:41.966,rookie,user_52879
350,2019-07-08 04:08:48.793,rookie,user_105431
351,2019-09-03 14:14:13.096,rookie,user_73705
352,2019-07-28 15:50:18.425,rookie,user_102167
353,2019-09-25 22:03:21.227,casual,user_100980
354,2019-08-30 03:17:10.480,casual,user_17992
356,2019-08-22 03:48:25.917,rookie,user_93850
357,2019-09-20 10:34:28.112,rookie,user_42448
358,2019-07-31 13:59:45.531,rookie,user_60876
359,2019-08-26 12:57:33.304,rookie,user_102318
360,2019-07-29 05:59:54.182,rookie,user_13809
361,2019-10-03 17:09:20.206,casual,user_95529
362,2019-08-30 13:37:33.235,rookie,user_84012
363,2019-07-26 10:50:22.947,rookie,user_14935
364,2019-09-19 13:56:24.594,rookie,user_41731
365,2019-10-01 03:34:31.394,rookie,user_37252
366,2019-08-03 12:11:59.409,rookie,user_102190
367,2019-06-21 14:54:32.445,player,user_104104
368,2019-08-17 22:40:22.958,rookie,user_18617
370,2019-05-22 22:40:42.015,casual,user_32470
371,2019-07-18 03:02:31.701,rookie,user_69354
372,2019-08-31 00:39:52.294,rookie,user_109967
373,2019-07-24 21:25:07.505,rookie,user_86399
374,2019-07-15 20:35:16.337,rookie,user_91088
375,2019-06-25 20:08:10.820,rookie,user_50083
377,2019-10-04 04:22:03.725,rookie,user_22633
378,2019-06-11 23:53:22.850,casual,user_77788
379,2019-09-04 07:48:31.918,casual,user_96492
380,2019-08-13 11:35:06.541,rookie,user_103683
381,2019-07-08 21:52:12.002,rookie,user_43887
382,2019-09-23 14:18:54.677,rookie,user_97197
383,2019-10-07 18:37:02.998,rookie,user_20294
384,2019-07-07 05:40:23.268,rookie,user_36493
385,2019-07-16 04:28:56.515,rookie,user_106590
386,2019-10-09 22:20:33.667,casual,user_41731
387,2019-06-23 19:38:25.779,rookie,user_75075
388,2019-06-27 21:21:08.791,rookie,user_15938
389,2019-08-22 23:03:34.191,casual,user_60929
390,2019-09-09 03:45:28.087,rookie,user_41731
391,2019-07-01 07:55:20.706,rookie,user_40061
392,2019-09-08 02:58:56.060,casual,user_71677
393,2019-08-04 06:25:48.431,rookie,user_103657
395,2019-08-20 17:26:15.682,rookie,user_97197
396,2019-09-03 22:56:59.113,rookie,user_50993
397,2019-06-10 15:06:02.192,casual,user_17460
398,2019-08-16 23:50:39.212,rookie,user_109272
400,2019-07-31 09:35:40.142,casual,user_86382
402,2019-09-23 16:25:20.519,rookie,user_24228
403,2019-06-16 20:47:00.165,rookie,user_77026
404,2019-08-25 02:48:21.951,rookie,user_15250
405,2019-10-09 21:10:42.269,rookie,user_101945
406,2019-09-06 20:36:33.140,rookie,user_6982
407,2019-08-16 07:50:41.690,rookie,user_73179
408,2019-08-31 20:29:18.017,rookie,user_35696
409,2019-08-15 09:48:23.577,rookie,user_46518
410,2019-07-06 12:06:03.844,rookie,user_103657
411,2019-09-04 23:42:55.965,rookie,user_43930
412,2019-08-26 19:15:53.713,rookie,user_76378
413,2019-07-06 10:34:02.663,rookie,user_71485
414,2019-09-11 16:55:26.134,casual,user_73494
415,2019-07-21 09:20:49.113,rookie,user_5696
416,2019-07-26 20:08:03.561,rookie,user_99679
417,2019-07-15 03:18:01.075,rookie,user_39064
418,2019-07-31 03:48:41.453,casual,user_7836
419,2019-07-05 03:34:00.830,casual,user_41125
420,2019-10-07 07:35:47.011,rookie,user_108892
421,2019-09-09 10:21:12.496,rookie,user_108478
422,2019-08-01 08:55:59.952,rookie,user_53304
423,2019-08-25 09:36:17.090,rookie,user_55250
425,2019-08-29 07:17:51.765,rookie,user_5672
426,2019-08-12 15:30:45.013,casual,user_84915
427,2019-07-31 22:05:56.960,rookie,user_86399
429,2019-09-13 04:34:11.124,rookie,user_92703
430,2019-07-25 05:39:25.808,casual,user_57454
431,2019-08-12 02:07:30.718,casual,user_12850
432,2019-07-06 18:48:56.215,rookie,user_32851
434,2019-07-23 17:31:54.832,casual,user_57454
435,2019-07-08 06:37:53.877,rookie,user_82197
436,2019-07-31 06:32:41.578,rookie,user_54730
437,2019-07-10 05:04:55.569,casual,user_22721
438,2019-06-21 02:29:02.294,rookie,user_53542
439,2019-08-05 22:36:50.428,rookie,user_4675
440,2019-09-22 10:18:34.015,casual,user_79523
441,2019-06-29 20:47:08.858,rookie,user_106859
442,2019-10-05 17:52:25.148,rookie,user_102167
443,2019-07-20 00:28:59.434,rookie,user_17992
444,2019-09-03 13:05:15.768,rookie,user_101030
445,2019-07-10 16:29:03.490,rookie,user_71752
446,2019-09-09 07:25:13.852,rookie,user_64713
447,2019-09-15 09:31:14.297,rookie,user_80751
448,2019-09-24 15:19:14.274,casual,user_12247
449,2019-07-27 18:19:55.458,casual,user_92457
450,2019-09-14 05:28:48.824,rookie,user_100333
451,2019-08-17 21:02:33.515,rookie,user_57476
452,2019-07-25 22:15:23.803,rookie,user_4675
453,2019-08-16 10:48:49.927,rookie,user_33614
454,2019-06-28 21:21:08.723,rookie,user_20060
455,2019-08-13 07:23:27.849,rookie,user_68593
456,2019-07-28 20:08:46.829,rookie,user_58985
457,2019-08-17 02:43:09.399,rookie,user_24432
458,2019-09-07 03:10:02.341,rookie,user_66500
459,2019-08-08 05:56:53.000,rookie,user_108596
460,2019-09-22 09:51:24.745,rookie,user_24701
462,2019-07-22 01:12:57.838,rookie,user_107260
463,2019-07-18 02:20:15.218,rookie,user_74078
465,2019-09-13 18:49:23.101,casual,user_51864
466,2019-08-27 16:55:50.298,rookie,user_78308
467,2019-07-13 18:35:54.401,rookie,user_56448
468,2019-08-12 12:56:18.788,casual,user_55000
469,2019-09-08 22:03:32.123,rookie,user_46831
470,2019-09-19 12:57:46.267,rookie,user_41731
471,2019-08-02 12:16:14.233,casual,user_43403
474,2019-09-29 01:18:35.249,casual,user_30910
475,2019-06-21 03:05:43.289,casual,user_62319
476,2019-09-03 00:52:04.728,rookie,user_70386
477,2019-07-17 04:27:09.726,casual,user_49969
478,2019-07-02 11:27:24.982,casual,user_34202
479,2019-06-29 07:16:34.648,casual,user_75584
480,2019-07-19 21:53:01.472,rookie,user_102318
481,2019-09-05 07:33:58.490,rookie,user_76325
482,2019-09-13 08:24:51.572,rookie,user_40735
483,2019-09-22 08:40:17.986,casual,user_110553
484,2019-07-24 11:23:06.115,rookie,user_76022
485,2019-08-30 03:15:25.956,rookie,user_103817
486,2019-09-15 03:41:40.996,rookie,user_83535
487,2019-07-11 16:59:50.451,rookie,user_18612
488,2019-08-25 05:26:08.085,rookie,user_84837
489,2019-10-10 03:51:09.729,rookie,user_41731
490,2019-06-06 22:13:05.754,rookie,user_101190
491,2019-09-13 02:48:51.654,rookie,user_88216
492,2019-09-25 15:53:54.818,rookie,user_55618
493,2019-07-17 01:00:45.952,rookie,user_79410
495,2019-09-24 13:49:10.650,casual,user_41731
497,2019-10-07 10:19:40.380,casual,user_109956
498,2019-09-26 06:12:37.369,casual,user_79175
499,2019-08-09 02:26:14.748,rookie,user_47508
500,2019-06-24 00:30:10.738,rookie,user_100107
501,2019-09-07 00:10:15.430,rookie,user_36134
502,2019-08-26 14:22:55.142,rookie,user_34055
503,2019-08-08 14:06:45.011,casual,user_35696
505,2019-09-15 16:52:21.182,rookie,user_62330
506,2019-07-14 08:02:17.566,casual,user_62851
507,2019-06-09 09:28:05.636,rookie,user_24301
508,2019-06-06 16:48:01.473,rookie,user_31997
510,2019-10-07 07:06:38.468,rookie,user_108519
511,2019-08-06 18:36:13.789,rookie,user_70614
512,2019-07-25 19:16:40.147,rookie,user_102404
513,2019-05-31 14:54:26.987,rookie,user_105763
514,2019-06-13 08:14:37.547,rookie,user_74488
515,2019-07-23 10:03:42.376,rookie,user_55229
516,2019-07-02 06:35:09.790,rookie,user_21894
518,2019-09-16 22:26:08.283,casual,user_100333
519,2019-09-12 19:06:40.563,rookie,user_79216
520,2019-08-06 02:17:49.823,casual,user_104104
521,2019-07-03 12:59:31.474,rookie,user_29740
522,2019-05-27 15:54:58.516,rookie,user_16459
523,2019-08-16 16:19:55.334,rookie,user_45684
525,2019-06-13 11:40:24.369,rookie,user_60804
526,2019-08-29 05:01:50.106,rookie,user_97197
527,2019-05-30 13:30:50.625,rookie,user_23172
528,2019-06-07 23:16:55.092,player,user_1989
529,2019-06-02 00:25:18.472,rookie,user_108181
530,2019-07-25 21:51:38.843,casual,user_54730
531,2019-06-18 16:48:51.220,rookie,user_45456
533,2019-08-30 23:41:38.883,rookie,user_48534
534,2019-06-23 18:25:18.683,rookie,user_100235
535,2019-06-29 13:18:27.757,rookie,user_13255
536,2019-07-22 17:28:57.281,rookie,user_19869
537,2019-09-18 04:12:20.996,rookie,user_57430
538,2019-09-08 04:09:41.047,rookie,user_109967
540,2019-09-22 02:52:13.197,casual,user_31798
541,2019-06-20 12:22:11.823,rookie,user_54265
542,2019-09-09 04:07:37.653,casual,user_73508
543,2019-08-28 11:09:58.205,rookie,user_70436
544,2019-07-25 01:37:19.385,rookie,user_92457
545,2019-10-05 08:13:46.869,rookie,user_94397
546,2019-09-29 05:28:35.256,casual,user_106163
547,2019-07-22 18:41:42.425,rookie,user_25424
548,2019-08-15 10:29:28.158,rookie,user_5775
549,2019-07-21 14:31:32.646,rookie,user_45048
550,2019-08-28 07:26:44.719,casual,user_64048
551,2019-08-18 22:22:15.546,casual,user_108959
552,2019-07-31 14:59:28.184,rookie,user_105932
553,2019-06-07 02:26:23.565,casual,user_17460
554,2019-08-30 19:33:47.538,rookie,user_105428
557,2019-08-11 03:06:13.479,rookie,user_7270
558,2019-07-11 18:30:14.973,rookie,user_75663
559,2019-06-28 05:56:12.681,casual,user_68563
561,2019-07-10 00:37:18.635,rookie,user_4296
562,2019-08-30 05:27:57.971,rookie,user_76082
563,2019-09-07 08:52:14.899,casual,user_68510
564,2019-05-22 11:03:46.891,rookie,user_14589
565,2019-09-10 00:29:54.263,rookie,user_19479
566,2019-10-10 00:21:41.360,rookie,user_10144
567,2019-06-02 11:40:06.810,rookie,user_52979
568,2019-08-07 21:23:31.102,rookie,user_87493
569,2019-07-23 10:12:03.108,rookie,user_107900
571,2019-07-29 03:35:21.241,rookie,user_89576
572,2019-09-28 10:18:00.220,rookie,user_78587
573,2019-07-08 07:25:12.061,rookie,user_10851
574,2019-09-05 23:43:24.934,casual,user_19093
575,2019-08-19 08:04:12.157,rookie,user_65374
576,2019-09-08 01:31:09.675,casual,user_12431
578,2019-08-31 21:31:17.037,rookie,user_109967
579,2019-08-15 03:51:52.870,casual,user_31850
580,2019-08-27 19:39:14.585,rookie,user_43714
581,2019-07-28 23:53:22.011,rookie,user_107260
582,2019-08-15 22:33:56.047,player,user_92457
583,2019-05-16 14:20:45.520,rookie,user_19347
585,2019-07-24 18:42:49.428,rookie,user_54017
586,2019-08-18 10:26:17.133,rookie,user_57826
587,2019-10-05 16:32:08.138,rookie,user_34955
588,2019-10-07 00:26:30.633,casual,user_30910
589,2019-09-20 18:17:55.433,rookie,user_35997
590,2019-09-09 19:51:18.509,rookie,user_67921
591,2019-07-12 22:43:26.424,player,user_13948
592,2019-09-17 22:05:05.792,casual,user_82995
594,2019-09-10 14:23:07.837,rookie,user_70436
595,2019-07-14 07:03:36.597,casual,user_8590
596,2019-07-08 12:07:51.321,rookie,user_9361
597,2019-08-03 01:56:07.832,rookie,user_42448
598,2019-09-13 00:41:53.183,rookie,user_109967
